path,label,width,height,hash
Omanyte/45a79614d62a435c8204783f8fb8186d.jpg,Omanyte,500,368,017a781fc0b764e0b68c5a8ac48e25e8
Wigglytuff/179fdc0309414eba93632e073b5e38a3.jpg,Wigglytuff,230,320,f8a8789e713ffc13080137c50fa50e51
Chansey/8457a0e2b56f47cdb2756f4497fa82ac.jpg,Chansey,1500,1317,94854f30b02b7e4c0ba22e39481f992a
Arcanine/096785a7c91f4c2fa64ca8fc2d024417.jpg,Arcanine,800,521,2674d1dd8944c7efb697dd1a50fc2999
Raticate/ccafd17a366445519174ac750a578a62.jpg,Raticate,245,342,029226ac46a42bd875f5438eb76ac7fe
Mankey/d62b3dbf9c8147d5a4af9f4b6fa35f8b.jpg,Mankey,453,398,8464a7e25f5a805f6eafbbcd7e644444
Gyarados/90ae302a43464ae1b3cda5a631b6430c.jpg,Gyarados,1015,788,e85dc982986172ad89fff5a60d0111ae
Dragonite/8df59281a2a9490295a1688414433f01.jpg,Dragonite,1174,881,a1cfa5444b392a89ecfa296ad4b28f03
Krabby/2e24c47f51c74f049e307bfff318e910.jpg,Krabby,531,343,fd37204680a8b1d142ef633b85387238
Squirtle/00000105.png,Squirtle,875,914,66e5f9d2f4ad26a6fadc02e5e9829e29
Seadra/88eb60f88c8141d3be2ba0f232a6a1e6.jpg,Seadra,866,904,ca6fe570918d6f7a995674d326a0c6de
Raticate/a24f6a225061422f920b74c44389482d.jpg,Raticate,300,277,9d2e95f4a750dd105ef933543985d084
Alakazam/3e40ff0f0d4c4b2ba45990c14385d628.jpg,Alakazam,256,256,abd0278c0cd9937f89939b559bbe84fd
Primeape/6193dea26a144d6daf73d51ff806b9b6.jpg,Primeape,300,235,dd23ccc8f70c4a225417e0894aaa6e88
Koffing/1d4ec4d20422460caa49d4de771c2af5.jpg,Koffing,256,256,c3c6037bf641d1a3143cf758c8153814
Charmander/00000071.jpg,Charmander,1920,1080,bd40ee39c7d5a63faa8ffbfd0bc2db00
Mankey/4f2fb003526e4876a1f4171a4afa8989.jpg,Mankey,300,225,743657001bf54eb00aa9bf61cabdb8c2
Blastoise/ae1e0fd296aa429ca73bdc4cab7e0974.jpg,Blastoise,458,458,af7b7cc494b589e02b822cda34cf10e9
Machop/8d2e3843558e4eaea5c921f8f3e7013f.jpg,Machop,690,518,f89bb209f42b56a62e4bedd1417abac8
Kingler/943962ae3cd34c3db3c033803d0b1cef.jpg,Kingler,800,523,101a101ed8d0af2a11f346b9c35d0063
Chansey/4f244b49f1f74aa78cfdc6b5f1f983a0.jpg,Chansey,800,800,6500a0be866c2b748b8c50787332586a
Kingler/979d13370cbf4a7a8748a9f9e0753e3c.jpg,Kingler,800,498,1b790beb6c0de5d258f8e9eb25c5ddba
Raticate/433a6f663b7d41ceb0f75fb92f617f5e.jpg,Raticate,800,746,9ef18a73ba082383afdf75e4048e1b49
Articuno/1bd19f5791f749ca82017f4873f3b8b3.jpg,Articuno,1200,850,59dc05e04a38d3c16c2d722eb0b437a6
Tauros/e0025c87a27d4d059e4411777aaf27b3.jpg,Tauros,250,250,5fa7f648607996254b27b5f0184667d2
Diglett/bce1e59c5e6a4d6c9965e7e9685056f0.jpg,Diglett,500,408,45983c1b0337107c915a5fbaeb8c4cfe
Meowth/414734c3feda4c14983788695666a2a1.jpg,Meowth,245,342,bd9b391071c6e17092b74ec945eb8770
Slowbro/8720727aa5f54bcdab135ee989b66551.jpg,Slowbro,380,380,b0e54cc017f09f221dfb278a48d0548b
Pikachu/d5481fbd23cd45ff821b6b09f0feb1c1.jpg,Pikachu,336,204,c35bb7580606a260086fe348f3da63f5
Articuno/20452dfa8aac47fa9bb1b8bc830e3264.jpg,Articuno,1200,800,648bb66618f3f7bc24adc7d2459f5033
Haunter/390d7a1b984c4c7b97065587a24a4292.jpg,Haunter,256,256,b35f4fa4d084995512685bdd5f280559
Scyther/bf65c2aab72b4c91a6f0e7aac7b8c292.jpeg,Scyther,450,450,53633cf089038a0136decb1f3bf348ef
Shellder/9fc301b3b3c0455baf921553004fca94-43.jpg,Shellder,500,355,80d0332facc6e1d963f2f8df22a8de84
Graveler/b504148b9c274825bdd7199eeec16af5.jpg,Graveler,350,263,50a61bf4efb76abc551747880f80f1ad
Lapras/27f433793c914bd1b5ced045696c6879.jpg,Lapras,320,240,283375ebfd4e8e139ec0bb0fb64ab4d2
Bulbasaur/00000186.png,Bulbasaur,890,898,7af5ff43935b6550408b76bc9438bd0c
Squirtle/00000227.jpg,Squirtle,900,880,61ca50908eed906a1185d1d4cd3c9df1
Mankey/0606cd2e66b5494f850f1b23205681f1.jpg,Mankey,420,420,1a7eb53df54fead889ae8d26cf0da30d
Dugtrio/ecd666e0de964bb590cf944389eefde1.jpg,Dugtrio,437,387,e0fc9b3fa711f8bbaef0de2d6b0a176e
Magikarp/59c928d4b8fc40f48d4c575927517880.jpg,Magikarp,300,300,73889128786b7c8be41970a1b8c9f326
Mewtwo/793af1f4cfaf4e6fb867136de53d9c65.jpg,Mewtwo,720,980,7f3c2053143c4fe1bcb38f28f8967e15
Victreebel/c441a3d1d88747c5a36705767d4ad7e9.jpg,Victreebel,384,347,86342b0c62583fbe1bfde72eaa41661e
Rhydon/f3e42dbd8faf490294696b956c987f86.jpg,Rhydon,315,315,68d747a4dcc2939d1c4ece93620012dd
Nidorina/4d3c4857faab440580d737463fbf38bb.jpg,Nidorina,319,450,d4c32b3a01e633a083f20782a51106cd
Sandshrew/d9074f59994c4077b05d536680c2af13.jpg,Sandshrew,640,480,c769a42feea09dccf6d5aef4604bccbf
Mewtwo/00000173.jpg,Mewtwo,1920,1080,bb74ae6ccb0372264e90e6be491d3afa
Rhydon/3cf72ba34e3b457a8292ea28e5ed6a35.jpg,Rhydon,543,570,e56f40f08bd171fa42f3b303964344c0
Kingler/ef19f094dd6146d7b403d96e507a0ba6.jpg,Kingler,480,324,47505552af0282ee7306097f6acba713
Omanyte/0929001a06d04a56add6494b5585692e.jpg,Omanyte,1458,847,3e69af4cbea21549a8165c10a18ac740
Pikachu/00000211.png,Pikachu,1024,698,5188e9baa8ab491a55092c3521b11538
Ivysaur/1c66177437f24a36819e9d33031cd536.jpg,Ivysaur,245,342,828400b775ed5944d9ff710aacd322de
Krabby/3a9a16cffb69405cb79bb451546ce3d8.jpg,Krabby,250,140,4ab04b3bb6aa7d3e887b856d15f94581
Charmander/00000077.png,Charmander,900,802,9cce2c81edd74568a8404da398723b91
Shellder/9fc301b3b3c0455baf921553004fca94-28.jpg,Shellder,500,355,1e1e60df33307045c20cff8069910121
Magnemite/e5279f44fa1d435585a40cacdbf51128.jpg,Magnemite,300,203,8e5f7f976092b60928aba0dfb9af5339
